"ALPHA3CODE","NAME_A","NAME_C","NAME_E","NAME_F","NAME_R","NAME_S","AUTHOR"
"BOY","مُرِّيق مُستَقِيم شَوكة","紫色土骨螺","Purple dye murex","Murex-droite épin","","Cañailla","(Linnaeus 1758)"
"NKS","قوقعة قمر ألف نُقطة","多斑拟玉螺","Thousand-spotted m","Natice mille-point","","Caracol milpuntos","(Gmelin 1791)"
"NKV","قوقعة قمر مُنغَّزة","条纹拟玉螺","Ribboned moon-shel","Natice lancinée","","Nática listada","(Gmelin 1791)"
"CGA","قِرش الكانج","印度 露齿鲨","Ganges shark","Requin du Ganges","","Tiburón del Gange","(Müller & Henle 1839)"
"CGG","قرش مِشْرط","露齿鲨","Speartooth shark","Requin lancette","","Tiburón lanza","(Müller & Henle 1839)"
"TGI","","","","","","","Whitley 1931"
"GLJ","","","Jugular blenny","","","","(Klunzinger 1871)"
"OGJ","","","","","","","Kamohara 1936"
"GYM","","","","","","","(Regan 1905)"
"GXA","","","","","","","Tilak 1969"
"GGO","","","Red velvetfish","","","","Bleeker 1855"
"BGD","","","","","","","Nichols & Griscom 1917"
"GXS","","","","","","","Fowler 1913"
"GNX","","","","","","","(David 1936)"
"GID","","","Obscure triplefin","","","","Hardy 1986"
"GCN","","","","","","","Trewavas 1935"
"OMG","","","","","","","Boulenger 1898"
"GFA","","","Pearl cichlid","","","","(Quoy & Gaimard 1824)"
"LAE","","","Pouched lamprey","Lamproie saccifère","","","Gray 1851"
"BCI","","","Kokuni","","","","(Leach 1818)"
"BCG","","","Kukumai","","","","Boulenger 1917"
"BCN","","","Aluminum catfish","","","","(Boulenger 1899)"
"BCS","","","","","","","Boulenger 1905"
"BCT","","","","","","","(Valenciennes 1840)"
"BCJ","","","Ornate bagrid","","","","Boulenger 1902"
"HRK","","","Twinspot damselfis","","","","(Quoy & Gaimard 1825)"
"HSJ","","","Blueline demoisell","","","","(Allen 1973)"
"YSR","","","Easter damselfish","","","","(Greenfield & Hensley 1970)"
"HRR","","","Reeve's croaker","","","","(Richardson 1846)"
"IHT","","","Speckled pavon","","","","Humboldt 1821"
"IHE","","","Green guapote","","","","(Jordan 1889)"
"IHI","","","Black acara","","","","(Linnaeus 1758)"
"IHY","","","Rio Grande cichlid","","","","(Baird & Girard 1854)"
"IHF","","","Chameleon cichlid","","","","(Jenyns 1842)"
"IHS","","","","","","","(Jordan & Snyder 1899)"
"CBJ","","","Short-bodied pipef","","","","(Bleeker 1855)"
"AYC","","","Swampfish","","","","Agassiz 1853"
"HOG","","","","","","","(Bonaparte 1839)"
"HON","سمكة شبّوط شائعة","软口鱼","Common nase","Nase commun","","Condrostoma común","(Linnaeus 1758)"
"HOY","","","Iberian nase","","","","Steindachner 1864"
"HOS","","","","","","","Bonaparte 1840"
"HOX","","","","","","","(Vallot 1837)"
"KHA","","","","","","","Roberts 1982"
"HFP","","","","","","","(Bleeker 1867)"
"HCI","","","Orangebanded sting","","","","Richardson 1848"
"GCX","","","Rocksucker","","","","(Pallas 1769)"
"HIG","","","Tasseled kelpfish","","","","Cuvier 1829"
"CXU","","","","","","","Regan & Trewavas 1932"
"KRE","","","","","","","de Buen 1945"
"KRG","","","","","","","(Steindachner 1894)"
"SIO","","","","","","","Regan & Trewavas 1930"
"NCC","","","Clown knifefish","","","","(Hamilton 1822)"
"CQZ","","","Roughback sculpin","","","","(Steindachner 1876)"
"HBV","","","","","","","(Hoese 1991)"
"HXC","قِرش جِِلد العِظايَة","裙边皮鳃鲨","Frilled shark","Requin lézard","","Tiburón anguila","Garman 1884"
"CDB","","","Nosey dottyback","","","","(Smith 1954)"
"ACD","","","Mottled false mora","","","","(Seale 1917)"
"CUF","","","","","","","Hiyama 1940"
"HBX","","","","","","",""
"OJX","","","","","","",""
"HSO","مِصدام المحيط الهادئ","太平洋鲭鯵","Pacific bumper","Sapater du Pacifiq","","Casabe orqueta","Jordan & Gilbert 1883"
"UUG","","","Heavybeak parrotfi","","","","(Rüppell 1829)"
"IAS","","","Spotted bullhead","","","","(Yerger & Relyea 1968)"
"AAC","","","Bowfin","","","","Linnaeus 1766"
"AYP","","","Western sand darte","","","","Jordan & Meek 1885"
"MBN","","","Slender glassy","","","","Gilchrist & Thompson 1908"
"MBR","","","Longspine glassy","","","","Guichenot 1866"
"AKR","","","Rock bass","","","","(Rafinesque 1817)"
"LYM","","","","","","","(Hamilton 1822)"
"MBI","","","","","","","(Jordan & Snyder 1901)"
"ACW","","","","","","","Lubbock 1978"
"EXV","","","Tropical two-wing ","","","","Linnaeus 1758"
"EXX","","","Bucktooth tetra","","","","Müller & Troschel 1845"
"EXM","","","Cutlips minnow","","","","(Lesueur 1817)"
"EXB","","","","","","","Blyth 1860"
"EXE","","","Mud reef-goby","","","","(Smith 1959)"
"NFG","","","Dogface witch-eel","","","","(Garman 1899)"
"FWA","","","Whiptail catfish","","","","(Kner 1853)"
"FVA","","","","","","","(Fowler 1934)"
"FXM","","","Manystriped blowfi","","","","(Richardson 1854)"
"FXE","","","","","","","(Gilbert 1905)"
"FXW","","","","","","","Dawson 1977"
"FLG","","","Tiger pipefish","","","","(Castelnau 1879)"
"FIH","زعنفة رقيقة ذات سبعة أصابع","七丝鮨马鲅","Sevenfinger thread","Barbure à sept do","","Barbudo de siete d","(Cuvier 1829)"
"FIO","","","Bluespotted cornet","Cornette à taches","","Corneta pintada","Rüppell 1838"
"FUC","","","Pacific cornetfish","Cornette fluteau","","Corneta flautera","Gilbert & Starks 1904"
"FIP","قُبَّعة حمراء","鳞烟管鱼","Red cornetfish","Cornette rouge","","Corneta colorada","Lacépède 1803"
"FUT","قُبَّعة مُبقَّعة","蓝斑烟管鱼","Cornetfish","Cornette tachetée","","Corneta","Linnaeus 1758"
"FLL","","","","","","","(Klausewitz 1974)"
"EUD","","","","","","","(Boulenger 1900)"
"EUV","","","","","","","(Hamilton 1822)"
"EVU","","","","","","","Navarro 1955"
"EVO","","","Balbo sabretooth","","","","(Risso 1820)"
"EVM","","","Sponge goby","","","","Hubbs 1923"
"EVX","","","","","","","(Jordan & Snyder 1901)"
"AOS","","","","","","","McCosker 1972"
"EUE","","","Lake minnow","","","","(Pallas 1814)"
"EYN","","","","","","","Ramsay & Ogilby 1888"
"EWK","سمك-حُسام كبير الأسنان","长牙小带鱼","Longtooth hairtail","Poisson-sabre dent","","Pez sable dentón","(Bleeker 1860)"
"ODJ","","","Blackspot tuskfish","","","","(Valenciennes 1839)"
"ORI","قرش-قدّ أنيق","印度斑竹鲨","Slender bambooshar","Requin-chabot él ","","Bamboa elegante","(Gmelin 1789)"
"ORH","قرش-قدّ بُقَع بيضاء","条纹斑竹鲨","Whitespotted bambo","Requin-chabot tach","","Bamboa punteada","(Bennett 1830)"
"HHO","","","","","","","Boulenger 1908"
"CMU","","","","","","","Howell Rivero 1936"
"CMS","","","","","","","Tanaka 1905"
"CMW","","","","","","","Tanaka 1905"
"CMH","","","Silver chimaera","","","","Jordan & Snyder 1900"
"CHW","","","","","","","Andriashev & Neelov 1978"
"HRV","","","","","","","Rao 1971"
"TCT","","","Fortescue","","","","(White 1790)"
"EPU","","","Armed snook","","","","Gill 1863"
"ULP","سمك أبيض محيطيّ","大洋茎方头鱼","Ocean whitefish","Tile fin","","Blanquillo fino","(Jenyns 1840)"
"RKC","","","","","","","Trewavas 1935"
"SAD","","","","","","","Zugmayer 1913"
"AUI","","","Threadfin sea catf","","","","(Hamilton 1822)"
"AUT","","","Bronze catfish","","","","(Valenciennes 1840)"
"AUC","","","Engraved catfish","","","","Valenciennes 1840"
"AUD","","","Blacktip sea catfi","","","","Valenciennes 1840"
"AUF","","","Hardhead sea catfi","","","","(Linnaeus 1766)"
"AUG","","","Giant sea catfish","Mâchoiron géant","","Bagre gigante","Boulenger 1911"
"AUJ","","","Blackfin sea catfi","","","","Day 1877"
"AUR","","","Rough-head sea cat","","","","Günther 1864"
"AUA","","","Salmon catfish","","","","(Bleeker 1862)"
"AUQ","","","","","","","Valenciennes 1840"
"AUN","","","Giant seacatfish","","","","Valenciennes 1840"
"RAV","","","Western shovelnose","","","","(Haacke 1885)"
"ADV","","","","","","","Fernández-Yépez 1950"
"RMZ","","","Blackbelted cardin","","","","(Bleeker 1856)"
"AHE","","","Scaled sculpin","","","","Gilbert & Burke 1912"
"HOK","","","Flier cichlid","","","","(Gill 1877)"
"ARX","","","","","","","Korringa 1970"
"AKI","","","Sacramento perch","","","","(Girard 1854)"
"ARD","","","Elegant clingfish","","","","Briggs 1969"
"ATV","","","East Siberian cod","","","","Drjagin 1932"
"ATG","","","Artic cod","","","","(Peters 1872)"
"ARE","","","","","","","Hutton 1879"
"ARO","","","","","","","Jordan & Snyder 1902"
"ARU","","","Greater argentine","Grande argentine","","","(Ascanius 1775)"
"ARY","","","Argentine","Petite argentine","","Pez plata","Linnaeus 1758"
"ASE","قِرش قِطّ شبح باناما","巴拿马光尾鲨","Panama ghost catsh","Holbiche nébuleus","","Pejegato panameño","(Springer 1979)"
"AOP","","","Stripe eel","","","","Böhlke 1967"
"ASX","","","Black snapper","Vivaneau noir","","Pargo mulato","Guichenot 1853"
"AFK","عصموديّ مِذراة لإفريقيا","叉尾丝鳍笛鲷","African forktail s","Vivaneau fourche d","","Pargo tijera","Valenciennes 1830"
"AOK","","","","","","","(Gilbert 1891)"
"AEF","","","Black ghost","","","","(Linnaeus 1766)"
"AEY","","","","","","","(Ellis 1912)"
"AYE","","","","","","","Weber 1913"
"AVN","","","Smooth lumpsucker","","","","(Pallas 1769)"
"RRA","","","Short-snouted shov","","","","(Müller & Henle 1841)"
"RAR","","","Eastern shovelnose","","","","(Shaw 1794)"
"LSB","","","","","","","(Koefoed 1956)"
"LCX","","","Hogfish","Labre capitaine","","Doncella de pluma","(Walbaum 1792)"
"LCU","","","","","","","(Worthington 1932)"
"LFT","","","Buffalo trunkfish","","","","(Linnaeus 1758)"
"LFQ","","","Smooth trunkfish","","","","(Linnaeus 1758)"
"OLO","","","Longhorn cowfish","","","","(Linnaeus 1758)"
"LGR","","","Sierra leone dwarf","","","","Géry 1968"
"LDG","","","","","","","(Gianferrari 1927)"
"LDT","","","Tachanovsky's gudg","","","","Dybowski 1869"
"GXW","","","Darwin's slimehead","","","","(Johnson 1866)"
"GFL","","","","","","","Fryer 1957"
"BGC","","","","","","","Boulenger 1899"
"GEA","","","","","","","Dollo 1900"
"GEV","","","Deep-bodied mojarr","","","","Bleeker 1850"
"GEN","","","Yellow fin mojarra","","","","(Walbaum 1792)"
"GEF","","","Whipfin silver-bid","","","","Cuvier 1829"
"GEO","","","Slender silver-bid","Blanche élégante","","Mojarra elegante","Cuvier 1830"
"GEJ","","","Common silver-bidd","Blanche commune","","Mojarra común","(Forsskål 1775)"
"GET","","","Strongspine silver","","","","Cuvier 1829"
"GEH","","","","","","","(Hamilton 1822)"
"GBT","","","","","","","(Thorpe 1969)"
"GBE","","","Spotted kelpfish","","","","(Cooper 1864)"
"GGN","","","","","","","Bertelsen, Pietsch & Lavenberg 1981"
"GGJ","","","","","","","Katayama 1954"
"GGH","","","Gigantura","","","","Brauer 1901"
"GIA","","","Utah chub","","","","(Girard 1856)"
"GIB","","","Tui chub","","","","(Girard 1856)"
"GIC","","","Humpback chub","","","","Miller 1946"
"GIE","","","Bonytail","","","","Baird & Girard 1853"
"GIN","","","Chihuahua chub","","","","(Girard 1856)"
"GIR","","","Roundtail chub","","","","Baird & Girard 1853"
"GIU","","","","","","","Schultz 1943"
"CGR","","","Gilchrist's round ","","","","(Gilchrist 1913)"
"GIO","","","Sandy stargazer","","","","Gilbert 1890"
"GCI","","","Longjaw mudsucker","","","","Cooper 1864"
"GES","","","Snake mackerel","Escolier serpent","","Escolar de canal","Cuvier 1829"
"GEB","","","Ornate angelfish","","","","Randall 1975"
"GEI","","","Pitcairn angelfish","","","","Randall 1975"
"GEG","","","Guri sea catfish","","","","(Valenciennes 1840)"
"UGM","","","Spotted stargazer","","","","(Schneider 1801)"
"GEU","","","Torroto grunt","","","","(Bloch 1790)"
"BIT","","","","","","","Ikeda 1936"
"REI","","","","","","","(Parr 1928)"
"TCG","","","","","","","(Gilchrist 1906)"
"CFD","","","Daniel's catfish","","","","(Regan 1908)"
"CDH","","","","","","","(Regan 1912)"
"EMR","","","Fourline snakeblen","Quatre-lignes atla","","","(Krøyer 1837)"
"EUJ","","","Leatherfin lumpsuc","","","","Popov 1926"
"EMZ","","","","","","","Perminov 1936"
"PWV","","","Fairy prion","Prion colombe","","Pato-petrel piquicor.","(Kuhl 1820)"
"ETV","قِرش فانوس هاوايي","夏威夷鸟鲨","Hawaiian lanternsh","Sagre diablotin","","Tollo lucero de Ha","Gilbert 1905"
"ERC","","","Orange chromide","","","","(Bloch 1795)"
"UCO","","","Fringed flounder","","","","Jordan & Gilbert 1882"
"UIE","","","","","","","Norman 1933"
"UMI","","","Smallmouth flounde","","","","(Gill 1864)"
"UPE","","","Peruvian flounder","","","","Hildebrand 1946"
"EBU","","","Black reef leather","","","","(Whitley 1931)"
"EUS","","","","","","","(Pellegrin 1928)"
"EHF","","","","","","","(Vinciguerra 1890)"
"ECW","","","Dow's mojarra","","","","(Gill 1863)"
"LYH","","","Blue-eye catfish","","","","(Valenciennes 1840)"
"MBU","","","Pinkbar goby","","","","(Polunin & Lubbock 1977)"
"AGC","سردينة جوف صَقِِيل","勃氏钝腹鲱","Bleeker smoothbell","Sardinelle coulat","","Sardinela vientre ","Bleeker 1849"
"AGL","سردينة بطن مُنسَجِم","钝腹鲱","Smoothbelly sardin","Sardinelle daniva","","Sardinela daniva","(Valenciennes 1847)"
"ADH","","","Golden damselfish","","","","(Cuvier 1830)"
"MBL","","","Butterfly goby","","","","(Rüppell 1830)"
"ABY","","","Ozark cavefish","","","","(Eigenmann 1897)"
"ABL","","","Attentive carplet","","","","(Valenciennes 1844)"
"ABC","","","","","","","(Bleeker 1853)"
"ABO","","磨齿钝齿鱼","Mola carplet","","","","(Hamilton 1822)"
"AYJ","","","Black-banded demoi","","","","(Schlegel & Müller 1839)"
"ABT","","","","","","","(Bleeker 1851)"
"MBH","","","Evileye blaasop","","","","(Bloch 1785)"
"LSF","","","Mutton hamlet","Varech","","Guaseta","(Bloch 1793)"
"LST","ضريع مُعَرَّق","密斑鸳鸯鱼旨","Rivulated mutton h","Varech veiné","","Guaseta rayado","(Günther 1867)"
"AIE","","","","","","","(Stauffer & McKaye 1985)"
"AIJ","","","Kirk's blenny","","","","(Günther 1868)"
"AGV","","","","","","","(Poll 1978)"
"ALM","","","Unicorn leatherjac","","","","(Linnaeus 1758)"
"ALN","","","Scribbled leatherj","Bourse écriture","","Lija trompa","(Osbeck 1765)"
"NSK","","","Broom filefish","","","","(Cuvier 1829)"
"AHJ","","","","","","","(Kner 1855)"
"BMH","","","Hilda's grunter","","","","(Bell-Cross 1973)"
"IUC","","","","","","","Haedrich 1969"
"EAS","","","Rio Negro pygmy an","","","","Roberts 1984"
"MSE","","","","","","","Cuvier 1828"
"MBG","","","Bald glassy","","","","(Lacépède 1802)"
"MBJ","","","","","","","(Macleay 1881)"
"AYT","","","Deep-water burrfis","","","","Whitley 1931"
"AFR","","","Bulldog goodeid","","","","(Bean 1892)"
"OAE","","","Whitebait smelt","","","","(Ayres 1854)"
"ADE","","","Opal allotoca","","","","(Bean 1887)"
"CUA","صابوغة الألباما ","阿拉巴马西鲱","Alabama shad","Alose de l'Alabama","","Sábalo de Alabama","Jordan & Evermann 1896"
"CUK","","","Caspian marine sha","","","","(Borodin 1904)"
"LOZ","","","Pacific tripletail","Croupia roche du P","","Dormilona del Pac ","Gilbert 1898"
"HPN","","","Highwaterman catfish","Bagre paysan","","Bagre paisano","Spix & Agassiz 1829"
"HHN","","","Redbanded perch","","","","(Hector 1875)"
"HCO","","","Yellowtail hamlet","","","","(Cuvier 1828)"
"HNP","","","Black hamlet","","","","(Poey 1852)"
"HUN","","","Butter hamlet","","","","(Walbaum 1792)"
"OHN","","","","","","","Smith & Radcliffe 1913"
"HYR","","","","","","","(Kaup 1856)"
"HYK","","","","","","","(Günther 1859)"
"CAJ","","","","","","","Goode & Bean 1896"
"CVI","","","Monkeyface prickle","","","","(Girard 1854)"
"EHI","","","Curled picarel","","","","Rafinesque 1810"
"ENH","","","Barred seabass","","","","Fowler 1923"
"EUM","","","Flier","","","","(Lacépède 1801)"
"CUQ","","","Banded yellowfish","","","","(Richardson 1846)"
"CUW","","","Smooth razorfish","","","","(DeVis 1885)"
"CBN","","","","","","","(Lütken 1892)"
"THK","","","","","","","(Humboldt 1821)"
"NRB","","","","","","","(Cope 1872)"
"EDH","","","","","","","(Regan 1904)"
"ETG","","","False scorpionfish","","","","(Quoy & Gaimard 1824)"
"ENX","","","Rock cook","Centrolabre","","Centrolabro","(Linnaeus 1758)"
"CEO","سمك دفَّة المرطب أسود","黑长鲳","Rudderfish","Centrolophe noir","Центролоф черный (=черныш)","Romerillo","(Gmelin 1789)"
"CMX","","","","","","","Mees 1974"
"CEA","كلب البحر شَوكة","尖鳍刺鲨","Needle dogfish","Squale-chagrin aig","","Quelvacho agujon","Garman 1906"
"CEU","قِرش حَزين أَخْرَس","哈氏刺鲨","Dumb gulper shark","Squale-chagrin bil","","Quelvacho galludo","McCulloch 1915"
"BDY","","","","","","",""
"CEM","قِرش حزين صغير الأجنحة","小鳍刺鲨","Smallfin gulper sh","Squale-chagrin cag","","Quelvacho de aleta","Bleeker 1860"
"LAW","","","Caspian lamprey","Lamproie caspienne","","","(Kessler 1870)"
"SJP","","","","","","","(Kessler 1877)"
"CXL","","","","","","","(Byrne 1906)"
"HFX","","","Spiny plunderfishe","Pillard épineux n","","Pilladores espinud",""
"CUI","صابوغة بحر قَزْوين","里海西鲱","Caspian shad","Alose de la mer Ca","","Sábalo del Mar Ca","(Eichwald 1838)"
"CUE","","","Caspian anadromous","","","","(Grimm 1887)"
"SHE","","","Black Sea shad","","","","(Grimm 1901)"
"CUV","","","Saposhnikovi shad","","","","(Grimm 1887)"
"CUH","","","Agrakhan shad","","","","(Berg 1913)"
"LTU","","","Stone cockscomb","","","","(Pallas 1814)"
"RIU","","","Lesser prickleback","","","","Gilbert & Burke 1912"
"LSJ","نيزكة إيربيان","及达副叶鲹","Shrimp scad","Sélar subari","","Jurel subarí","(Forsskål 1775)"
"LSN","نيزكة أسود الزِّعْنِفَة","黑鳍副叶鲹","Blackfin scad","Sélar aile noire","","Jurel alinegro","Swainson 1839"
"FGP","","","Northern leopard f","","","","Schreber 1782"
"UCB","","","Cuvier's Dwarf cai","","","","(Cuvier 1807)"
"MFW","","","Small-headed sea s","","","","(Shaw 1802)"
"EPX","","","Pelagic sea snake","","","","Daudin 1803"
"PKX","","","Viperine sea snake","","","","(Schmidt 1852)"
"ECK","قِرش مخزوم للمحيط الهادئ","柯氏棘鲨","Prickly shark","Squale bouclé du ","","Tiburón negro esp","Pietschmann 1928"
"ECI","","","Messmate","","","","Markle, Williams & Olney 1983"
